Restaurant ID,Restaurant Name,City,Address,Locality Verbose,Longitude,Latitude,Cuisines,Average_Cost_for_two,Has Table booking,Has Online delivery,Price_range,Aggregate_rating,Rating text,Votes
3050,Ever Green Pastry Shop,New Delhi,"23No, Main Market, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.291701,28.6095613,Bakery,200,0,0,1,3.1,Average,34
3051,Evergreen Sweets Corner,New Delhi,"A-65No, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.3122802,28.5946814,"Mithai, Street Food",100,0,0,1,3,Average,8
3052,Great Plates By AJ,New Delhi,"G-1-4, DLF Galleria Mall, District Centre, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2964127,28.5921814,"North Indian, Chinese, Mughlai",900,1,1,2,3.1,Average,77
3053,Green Chick Chop,New Delhi,"Shop 3, 4, & 4-A, Samachar Market, Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2946516,28.5978455,"Raw Meats, North Indian, Fast Food",350,0,0,1,3.2,Average,24
3054,Haqeem's,New Delhi,"Shop 2, Plot 1, Sikka Plaza, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2904619,28.6070462,North Indian,250,0,0,1,2.7,Average,14
3055,Himalaya Food Corner,New Delhi,"C-24, Acharya Niketan, Near ICICI Bank, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2956989,28.6078263,"North Indian, Mughlai, Chinese",500,0,0,2,2.7,Average,46
3056,Hot Joint Fast Food,New Delhi,"Metro Station Gate 1, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2894952,28.6045493,"Chinese, Fast Food",350,0,0,1,2.6,Average,61
3057,Hyderabadi Dum Biryani,New Delhi,"24, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.29358397,28.60318802,"Biryani, Hyderabadi",650,0,1,2,2.7,Average,60
3058,Kasturi Family Restaurant,New Delhi,"1st Floor, P-13/A, Aacharya Niketan Market, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2925747,28.6090326,"North Indian, Chinese",400,0,1,1,3,Average,20
3059,Kerala Cafe,New Delhi,"Shop 4 & 5, 1st Floor, Block A/18, Acharya Niketan, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2947422,28.6071044,Kerala,300,0,0,1,3.3,Average,45
3060,Keuchen Paradise,New Delhi,"A-7, Acharya Niketan, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2938753,28.6081948,Bakery,300,0,1,1,2.8,Average,8
3061,Kook For Health,New Delhi,"A 8, Acharya Niketan Market, Opposite Janta Book Depot, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2938857,28.6081736,"American, Asian, North Indian, Mexican, South Indian",500,0,1,2,3.3,Average,21
3062,Lahorian's Sweets & Bakers,New Delhi,"Shop 5, Plot 1No1, Gali 15, Pratap Nagar, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.293569,28.6044435,"Street Food, Desserts",250,0,0,1,2.9,Average,5
3063,Mr. Baker's,New Delhi,"G2-G3, DAV Complex, LSC, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2949573,28.5977616,"Bakery, Fast Food",100,0,0,1,3,Average,22
3064,Night Food Delivery,New Delhi,"Near Sikka Plaza, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.290883,28.606978,"North Indian, Chinese",500,0,1,2,2.7,Average,5
3065,Nine 2 Nine Snacks & Restaurant,New Delhi,"B-1/26, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.3065907,28.5890442,"North Indian, Street Food",250,0,0,1,2.9,Average,5
3066,Punjabi Mirch,New Delhi,"D-35, Acharya Niketan, Near Kukreja Hospital, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2952184,28.6074925,North Indian,400,0,0,1,3,Average,4
3067,Rasoi The Food Express,New Delhi,"38, DDA Market, Jeevan Anmol Hospital, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2953531,28.6065091,"North Indian, Chinese",600,0,1,2,2.6,Average,53
3068,Republic of Chicken,New Delhi,"G-1No, Samachar Market, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2949166,28.5977308,"Raw Meats, Fast Food",400,0,0,1,2.8,Average,11
3069,Sandwichai,New Delhi,"Sandwichai, Shop No 2,3-Sikka Plaza, Mayur Vihar Phase-1","Mayur Vihar Phase 1, New Delhi",77.29047,28.6069738,Fast Food,350,0,1,1,3.3,Average,58
3070,SB's Raisins,New Delhi,"A-9/1, Acharya Niketan, Central Market, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2938335,28.6078223,"Bakery, Desserts, Fast Food",350,0,1,1,2.8,Average,15
3071,Shanghai Kitchen,New Delhi,"C-19, Opposite Ahlcon International School, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.28870839,28.61184943,"Chinese, Fast Food",300,0,0,1,3.1,Average,26
3072,Shiv Shakti Restaurant,New Delhi,"11, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2933571,28.6035787,"South Indian, Chinese",200,0,0,1,3,Average,18
3073,Smoky Chettinad,New Delhi,"Shop 2, Local Shopping Complex, DDA Market, Acharya Niketan, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.29534686,28.60690952,"South Indian, Chettinad",600,0,0,2,2.8,Average,49
3074,Spice Fusion,New Delhi,"Shop 12, DDA Local Shoping Center Market, Mayur Vihar Phase 1","Mayur Vihar Phase 1, New Delhi",77.2956494,28.6065417,"North Indian, Mughlai",400,0,0,1,3.1,Average,7
3075,Sweet Toof Designer Cakes,New Delhi,"16-A, Pocket 3, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.29909826,28.60545101,"Bakery, Desserts",250,0,0,1,3.1,Average,7
3076,The Chef,New Delhi,"Shop 7 & 8, Block A, Main Road, Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.3084321,28.5894261,"North Indian, Chinese",600,0,1,2,3.2,Average,23
3077,The Edge Cafe,New Delhi,"32-B, JP Complex, Opposite UNA Enclave, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.28917677,28.61092375,"Fast Food, Chinese",400,0,1,1,3.1,Average,53
3078,The Epicure - Fraser Suites,New Delhi,"Fraser Suites, 4-A, District Centre,  Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.29954,28.5939142,"Asian, Thai, Chinese, North Indian",2000,1,0,4,3.1,Average,80
3079,Udupidarshini Veg Restaurant,New Delhi,"C-24/A, Acharya Niketan, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2957443,28.6076829,"Chinese, North Indian, South Indian",550,0,1,2,3.4,Average,33
3080,36 lebzelter,New Delhi,"P 37/38, Pandav Nagar, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",0,0,"Bakery, Desserts",150,0,0,1,3.7,Good,39
3081,Baked Buns,New Delhi,"Shop 12, BR Complex, Near Alchon International School, Opposite UNA Enclave, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.3347996,28.6040018,"Fast Food, Pizza, Burger",500,0,1,2,3.6,Good,165
3082,Freakin Beans,New Delhi,"6No6, Shikha Plaza 1, Shashi Park Road, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2905678,28.6068499,Cafe,250,0,0,1,3.7,Good,72
3083,Nutri Cafe,New Delhi,"Shop G-3, Plot 1, LSC 11, Atlantic Plaza, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2952729,28.5975729,Fast Food,500,0,1,2,3.7,Good,49
3084,SeNorita's,New Delhi,"1No, Samachar Market, Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2949672,28.597776,"Mexican, North Indian",550,0,0,2,3.7,Good,57
3085,Village - The House of Food,New Delhi,"B-1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.29340594,28.6087318,"Street Food, Fast Food, Chinese, South Indian, North Indian",300,0,1,1,3.7,Good,65
3086,Cafe Coffee Day,New Delhi,"Sikka Plaza, Near Ahlcon Public School, Opposite UNA Enclave, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.290606,28.6070669,Cafe,450,0,0,1,2.4,Poor,49
3087,Food Fantasy,New Delhi,"P-35-36, Opposite Fine Home Apartments, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2928015,28.6082787,"North Indian, Chinese, Fast Food",500,0,1,2,2.4,Poor,76
3088,Just Chinese,New Delhi,"C-2, Acharya Niketan, Mayur Vihar Phase 1, New Delhi","Mayur Vihar Phase 1, New Delhi",77.2935856,28.6088911,Chinese,300,0,1,1,2.4,Poor,36
3089,Agarwal Bikaneri Sweets,New Delhi,"Shop 7, Pocket A, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.2971024,28.6185258,"Mithai, Street Food",100,0,0,1,3.1,Average,12
3090,Bikaner Sweets,New Delhi,"1, Durga Complex, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3007976,28.6198235,Mithai,100,0,0,1,2.8,Average,14
3091,Breadz,New Delhi,"Below Canara Bank, A Block Market, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.2960034,28.6170417,"Bakery, Fast Food",300,0,1,1,3.3,Average,48
3092,Desi Jugaad,New Delhi,"G-6, Plot 14, Vardhaman Plaza, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.30071865,28.6193114,"North Indian, Chinese",350,0,0,1,3.2,Average,12
3093,Food Trax,New Delhi,"G-8, Durga Complex LSC, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.30117932,28.61981733,Chinese,300,0,0,1,2.9,Average,4
3094,Hub Tub,New Delhi,"112-A, Pocket F, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.30196454,28.61965104,"Chinese, Fast Food",300,0,0,1,3,Average,7
3095,Malabar Foods,New Delhi,"G-9, Krishna Plaza Complex, Pocket A Bus Stand, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3010973,28.6196099,"North Indian, Fast Food",500,0,1,2,2.7,Average,49
3096,Mitra Di Chaap,New Delhi,"D-1, Opposite Mayur Vihar Bus Depot, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.29992136,28.61961396,"Street Food, Fast Food",300,0,0,1,3,Average,5
3097,New Hyderabadi Biryani House,New Delhi,"G-8, Manish Chamber, Pocket B Market, Near Neelam Mata Mandir, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.301318,28.6196741,"North Indian, Biryani",500,0,1,2,2.5,Average,25
3098,New Madras Cafe,New Delhi,"Shop 15, DDA Market, Pocket C, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3050334,28.6189331,South Indian,250,0,0,1,2.8,Average,11
3099,Roll Club,New Delhi,"G-6, Sachdeva Plaza, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3003716,28.619632,Fast Food,250,0,0,1,3.2,Average,44
3100,Sanju Cool & Hot Hut,New Delhi,"7, Purvanchal Plaza, ISC Market, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3009259,28.6199149,"North Indian, Street Food",250,0,0,1,2.8,Average,8
3101,Sethi's Kabab & Curries,New Delhi,"G-5, Manish Chamber, LSC, Pocket B, Near Virmani Hospital, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3013079,28.6198516,North Indian,500,0,0,2,3.1,Average,22
3102,South Indian Fast Food,New Delhi,"Near Canara Bank, Block A, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.2970156,28.6186666,South Indian,300,0,0,1,3.3,Average,23
3103,Sweets and Spices,New Delhi,"G-1, Sagar Galaxy, Pocket B, Commercial Complex, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3008117,28.6196422,"North Indian, Chinese, South Indian, Fast Food",400,0,0,1,2.8,Average,69
3104,Urban Degchi Kitchen & Bar,New Delhi,"Shop 5-1No, LSC Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3008167,28.6194659,"North Indian, Chinese",1000,1,1,3,2.6,Average,94
3105,Wah Ji Wah,New Delhi,"3, Sachdeva Plaza, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3003715,28.619648,"North Indian, Fast Food",400,0,1,1,3.1,Average,81
3106,Zaiqa Kathi Roll & Momos,New Delhi,"4, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3002431,28.6199122,Street Food,150,0,0,1,3.3,Average,16
3107,Duggal Snacks,New Delhi,"G-S, Abhishek Plaza, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3006489,28.6193502,Street Food,50,0,0,1,3.6,Good,32
3108,Granny's Flavour,New Delhi,"11/7 Purvanchal Plaza, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3014164,28.6195294,Street Food,150,0,0,1,3.5,Good,16
3109,Moustache Coffee,New Delhi,"G-6, Vardhman Shrenik Plaza, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.30168425,28.61956952,Cafe,400,0,1,1,3.7,Good,79
3110,Pradeep Pav Bhaji,New Delhi,"G-2, Vardhman Sainik Plaza, Pocket B-2, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3020302,28.6194887,Street Food,200,0,0,1,3.8,Good,94
3111,Sandwich Factory,New Delhi,"25A, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3011218,28.6192793,Cafe,500,0,1,2,3.9,Good,254
3112,Scorpio Cafe,New Delhi,"G-4, Durga Complex, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3012169,28.6196855,"Chinese, Fast Food",400,0,1,1,3.7,Good,410
3113,Veggie-Licious,New Delhi,"G-6, GS Arcade, Pocket B, Behind State Bank of India, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3011572,28.6192865,"North Indian, Chinese, Continental, Fast Food",450,0,1,1,3.6,Good,100
3114,Slice Of Italy,New Delhi,"1No4 & 1No5, Durga Complex, LSC Market, Pocket B, Mayur Vihar Phase 2, New Delhi","Mayur Vihar Phase 2, New Delhi",77.3011572,28.6197374,"Italian, Pizza, Bakery",700,0,1,2,2.2,Poor,119
3115,ANokha Chinese Hut,New Delhi,"D-1/3No, New Kondli, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3296222,28.6038472,"North Indian, Chinese",700,0,0,2,2.6,Average,27
3116,Bobby Dhaba & Caterers,New Delhi,"C-3/88, New Kondli, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.33470056,28.6042683,"North Indian, Mughlai",450,0,0,1,3.1,Average,5
3117,Clever Fox Cafe,New Delhi,"Red Fox Hotel, Community Center, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3328617,28.6071702,"North Indian, Continental, Chinese",900,1,0,2,3,Average,25
3118,Dana Pani,New Delhi,"B-1/6No, New Kondli, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3302432,28.6032214,"North Indian, Chinese",300,0,0,1,2.8,Average,4
3119,Hotel Malabar,New Delhi,"A-1312, Main Road, Opposite  Pocket A-2, GD Colony, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3363682,28.6128083,Kerala,300,0,0,1,3,Average,24
3120,Lumbini Fast Point,New Delhi,"1-A, Pocket A3, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3375211,28.6137147,"Chinese, Fast Food",400,0,0,1,3,Average,30
3121,Mayur Restaurant,New Delhi,"81-B,Pocket A-2, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3369722,28.613483,"North Indian, South Indian, Chinese",400,0,0,1,2.8,Average,19
3122,MOC - The American Restaurant,New Delhi,"38-A, Pocket A-2, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.33534496,28.61123545,"American, Fast Food",400,0,0,1,2.6,Average,35
3123,Muradabadi Chicken Biryani,New Delhi,"C-1/3No, New Kondli, Near Mangal Bazar Chowk, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3335984,28.6054308,North Indian,450,0,0,1,3.3,Average,28
3124,New Aggarwal Sweet Corner,New Delhi,"A-124No/2, DDA Market, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3360236,28.6117841,Mithai,100,0,0,1,2.7,Average,11
3125,Pizza Castle,New Delhi,"8No/A, Pocket A, LIG Flat, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3351273,28.6103555,"Pizza, Fast Food",500,0,1,2,2.7,Average,29
3126,Punjabi Dhaba,New Delhi,"14No-A, Pocket A3, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3292098,28.6014232,North Indian,200,0,0,1,3,Average,6
3127,Qureshi Chicken Corner,New Delhi,"Near Ryan International School, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3364154,28.6132677,North Indian,200,0,0,1,3,Average,6
3128,Samarpan Fast Food,New Delhi,"118 - A2, LIG Flat Market, Opposite Sharma Medical Store, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3365387,28.6101623,Chinese,300,0,0,1,2.9,Average,9
3129,Shaan-E-Tandoorz,New Delhi,"G-14, SSG East Plaza, DDA Local Shopping Centre, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3390604,28.6078313,North Indian,400,0,0,1,2.9,Average,5
3130,Sonu Sudh Bhojnalaya,New Delhi,"B 1/1 B, Janta Flat, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.336318,28.6126674,North Indian,250,0,0,1,2.8,Average,10
3131,The Test,New Delhi,"G-11, Plot 1-2, SSG East Plaza, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3391034,28.6077552,North Indian,500,0,0,2,2.9,Average,4
3132,True Blue,New Delhi,"8, DDA Shopping Complex, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3390881,28.6076461,"Chinese, North Indian",900,1,0,2,3.3,Average,26
3133,Zaika Kathi Rolls,New Delhi,"GD Colony, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3292915,28.6029222,Fast Food,150,0,0,1,3,Average,13
3134,Baked Buns,New Delhi,"C-4/79, Near Indian Oil Petrol Pump, Mayur Vihar Phase 3, New Delhi","Mayur Vihar Phase 3, New Delhi",77.3347657,28.6040454,Fast Food,500,0,1,2,3.5,Good,90
3135,Green Chick Chop,New Delhi,"13/2, Ward 1, LIC Road, Near Bhool Bhulia, Mehrauli, New Delhi","Mehrauli, New Delhi",77.1814052,28.5228127,"Raw Meats, North Indian, Fast Food",350,0,0,1,3,Average,7
3136,Mahara Hotel,New Delhi,"13/2, Ward 1, LIC Road, Near Bus Terminal, Mehrauli, New Delhi","Mehrauli, New Delhi",77.1814337,28.5228887,"North Indian, South Indian",400,0,0,1,2.9,Average,4
3137,Malik Vegetarian Rasoi,New Delhi,"13-A/4, Ward 1, Opposite Bhool Bhuliyan, Mehrauli, New Delhi","Mehrauli, New Delhi",77.1818906,28.5227376,North Indian,250,0,0,1,2.9,Average,9
3138,Yash Aadi Food Corner,New Delhi,"F-21No/A, Main Market, Mehrauli, New Delhi Near Mehrauli","Mehrauli, New Delhi",77.1938889,28.5237475,"North Indian, Chinese",400,0,0,1,2.9,Average,6
3139,McDonald's,New Delhi,"Ground Floor, Metro Walk Mall, Rohini, New Delhi","Metro Walk Mall, Rohini, New Delhi",77.1135938,28.7240647,"Fast Food, Burger",500,0,0,2,3.4,Average,91
3140,Moti Mahal Delux Tandoori Trail,New Delhi,"GA-7 & 8, Metro Walk Mall, Rohini, New Delhi","Metro Walk Mall, Rohini, New Delhi",77.1136837,28.7240733,"North Indian, Mughlai, Chinese",1000,1,1,3,3.2,Average,151
3141,Pizza Hut,New Delhi,"FA 7 & 8, Metro Walk Mall, Sector 11, Rohini, New Delhi","Metro Walk Mall, Rohini, New Delhi",77.1136837,28.7241629,"Italian, Pizza, Fast Food",1000,0,0,3,2.8,Average,83
3142,Dill's Chawla Chik-Inn,New Delhi,"1843, Ghitorni, MG Road, New Delhi","MG Road, New Delhi",77.1444781,28.494557,"North Indian, Mughlai",700,0,0,2,2.9,Average,4
3143,Tandoori Zaaika,New Delhi,"Main Road, Aaya Nagar, Near Honda Showroom, MG Road, New Delhi","MG Road, New Delhi",77.1280511,28.4785954,North Indian,500,0,0,2,3,Average,4
3144,Buzz,New Delhi,"Ground Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket, New Delhi",77.22022153,28.52954866,"North Indian, Chinese, Italian, Finger Food",2000,0,1,4,3.4,Average,220
3145,Lighthouse 13,New Delhi,"13, 1st Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket, New Delhi",77.21950337,28.53013602,"North Indian, European, Chinese",2100,1,0,4,3.4,Average,570
3146,Berco's,New Delhi,"2nd Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket, New Delhi",77.2200822,28.5293802,"Chinese, Thai",1100,0,1,3,3.8,Good,565
3147,The Great Kabab Factory,New Delhi,"1st Floor, MGF Metropolitan Mall, Saket, New Delhi","MGF Metropolitan Mall, Saket, New Delhi",77.22012531,28.52937369,"North Indian, Mughlai",2200,1,1,4,3.5,Good,498
3148,The Tea Place by Manjushree,New Delhi,"8, Ground Floor, MGF Metropolitan Mall","MGF Metropolitan Mall, Saket, New Delhi",77.21996941,28.52987562,"Cafe, Beverages",700,0,0,2,4.1,Very Good,92
3149,Victoria,New Delhi,"19, Ansari Road, Ring Road, MGM Club, Daryaganj, New Delhi","MGM Club, Daryaganj, New Delhi",77.242985,28.6465486,"North Indian, Chinese",1200,1,0,3,3.2,Average,20
3150,Munch Nation,New Delhi,"Model Town 1, New Delhi","Model Town 1, New Delhi",77.1957717,28.7053075,"Chinese, Fast Food",350,0,1,1,3.8,Good,727
3151,"34, Chowringhee Lane",New Delhi,"B-1No, Opposite Metro Pillar 21, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1901231,28.7046135,Fast Food,250,0,0,1,3.2,Average,62
3152,Any Time Food,New Delhi,"F-14/16, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1906165,28.7060386,"Fast Food, Beverages",400,0,1,1,2.6,Average,52
3153,Bikaner Sweet House,New Delhi,"F-14/17, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1907064,28.7059577,Mithai,200,0,0,1,3.2,Average,16
3154,DomiNo's Pizza,New Delhi,"F-14/12 A, Upper Ground Floor, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1899876,28.7058889,"Pizza, Fast Food",700,0,0,2,2.8,Average,94
3155,Giani,New Delhi,"F-14/17, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1905267,28.7057614,"Ice Cream, Desserts",400,0,1,1,2.9,Average,39
3156,Grand Plaza,New Delhi,"B-1, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1900774,28.7051811,"North Indian, Chinese, Fast Food",800,0,1,2,3.3,Average,255
3157,Great Wall,New Delhi,"F-14/55, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1914251,28.7084444,"North Indian, Mughlai, Chinese",1200,0,0,3,2.7,Average,47
3158,Healthy Food Station,New Delhi,"Model Town 2, New Delhi","Model Town 2, New Delhi",77.1916048,28.7082825,"Salad, Healthy Food, Burger, Italian, Continental, Chinese, North Indian, Beverages",400,0,1,1,3.1,Average,25
3159,Hostess Tasty Bites,New Delhi,"F Block, Near Mother Dairy Booth, Ramlila Ground, Model Town 2, New Delhi","Model Town 2, New Delhi",77.190546,28.7065192,Chinese,500,0,0,2,3.1,Average,16
3160,Hot Pot,New Delhi,"F Block, Near Mother Diary, Opposite Ramlila Ground, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1907078,28.7068586,Chinese,500,0,0,2,3.1,Average,105
3161,Kabab Factory,New Delhi,"F-14/55, Ground Floor, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1914273,28.7086256,"North Indian, Mughlai, Chinese",700,0,0,2,3,Average,12
3162,Keventers,New Delhi,"14/16, Main Market, Model Town 2, New Delhi","Model Town 2, New Delhi",77.190347,28.7060128,Beverages,400,0,0,1,3.1,Average,17
3163,Krishna Sweet House,New Delhi,"H-4/7, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1904379,28.7058031,"Mithai, South Indian",200,0,0,1,3.3,Average,32
3164,Mitraz,New Delhi,"F-14/7, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1898978,28.7064175,"North Indian, Chinese",850,1,1,2,3.4,Average,101
3165,Nut Khut Chaats & Snacks,New Delhi,"14/1-F, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1905958,28.7066366,"Fast Food, Street Food",300,0,0,1,3.2,Average,8
3166,Subway,New Delhi,"F-14/14, Main Market, Model Town 2, New Delhi","Model Town 2, New Delhi",77.190347,28.7061024,"American, Fast Food, Salad, Healthy Food",500,0,1,2,3.4,Average,68
3167,The Host,New Delhi,"F Block, Behind Mother Dairy, Opposite MCD School Gate, Model Town 2, New Delhi","Model Town 2, New Delhi",77.19147,28.7074189,Chinese,450,0,0,1,2.7,Average,20
3168,Chacha Di Hatti,New Delhi,"F Block, Near Mother Dairy, Ramlila Ground, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1902762,28.7059747,Street Food,100,0,0,1,3.7,Good,78
3169,Cocoberry,New Delhi,"H-4/2, Main Market, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1899876,28.7050829,Desserts,300,0,0,1,3.5,Good,62
3170,Eating Corner,New Delhi,"F-14/19, Central Market, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1908861,28.7057958,"North Indian, Fast Food, Street Food",300,0,0,1,3.7,Good,142
3171,El Posto,New Delhi,"F-14/2No, Shop 1, Model Town 2, New Delhi","Model Town 2, New Delhi",77.1908861,28.7057958,Bakery,300,0,0,1,3.5,Good,41
